OTUID	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	
03e47a0f06d306c9c632c9afaa32ab073ec96d5d	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__unidentified"	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)	
03e621d296f4913f4036a58ab58800314fa6b968	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidales;f__Gloniaceae;g__Cenococcum"	Cenococcum	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	
03f6c6863d0d48bbab1d7c58ade03d242d21464c	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_abjecta"	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	
03fcd2481bc856dd1dd673244a2481449c16702c	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_calamistrata"	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	
04039e0559b41eee96230e255cf47bd923383abc	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula"	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	
0416144ceed8a08201d2ee2fb8f45a64ec117b6f	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidales;f__Gloniaceae;g__Cenococcum;s__unidentified"	Cenococcum	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	
042dd6e5c40b8ac3f049530dd8846a7c8627ab45	"k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella"	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	
0434403ec95772673c179da29e563efec97cf63a	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__unidentified"	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	
044e5748ec1ea3a0d409c71eddfbf7d2fa840c16	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Pilodermataceae;g__Piloderma"	Piloderma	13	Symbiotroph	Ectomycorrhizal	Corticioid	NULL	Highly Probable	NULL	
0454bb98c4c235aae01ea681af489ba65c61645f	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Elaphomycetaceae;g__Elaphomyces"	Elaphomyces	13	Symbiotroph	Ectomycorrhizal	Gasteroid	Hypogeous	Highly Probable	Common name - false truffle	
045b317e5d0eece70bfd08300a99b5471916665d	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales"	Agaricales	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Possible	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	
0492f9eeb94b8def2e9034ad1ba584ed0e601636	"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leotiaceae;g__Leotia;s__Leotia_lubrica"	Leotia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	
049962d6330796c088b7ccb70bdfbc62e9057f0e	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__unidentified"	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	
04c98c81e073d4030b09e8f3190a803b8289c789	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales"	Agaricales	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Possible	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	
050217b8d07b4d4653ad14868220f7541df74553	"k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Pachyphlodes;s__unidentified"	Pezizaceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Pezizoid	NULL	Possible	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	
051388b5a5c17abacd1fde3924605e9a77db6bd8	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__unidentified"	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	
051c68c19dbc512de61a2edfb2d480faa1720394	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_abjecta"	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	
05224986f476520fd774c659c7242b26a0225aef	"k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pyronema;s__unidentified"	Pyronema	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	
052c53cd42e478e11c91f24a4fd0b2ff3a4ed0a5	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified"	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	
05324d358be51f687809433a65ce89db4f630dbb	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_posterula"	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	
054927bd4d1886e9fd1a300da196b5b0846779d7	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae"	Marasmiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Agaricoid	NULL	Probable	"Species in Moniliophthora are devastating pathogens of tree crops, causing witches broom disease; Saprobic on litter and dead wood, or parasitic on woody plants - often one of the most prominent fungal components of tropical forests, playing a major role in nutrient cycling (Cannon & Kirk 2007)"	
055524023dd5e506408f788ec1c0b226e22b7d23	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae"	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)	
05566799406b89c3634fa20c265d8271d5549f1d	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gomphales;f__Gomphaceae;g__Ramaria"	Ramaria	13	Symbiotroph	Ectomycorrhizal	Clavarioid	NULL	Possible	NULL	
055de18e5e4d623299d176b1230545743411e11c	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe"	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	
056d99991c116a0a70c2940f6163227cabb50f17	"k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossaceae;g__Glutinoglossum"	Glutinoglossum	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	
0599bdaa7867c74101a65c175a4ae372ee52d201	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__unidentified"	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	
059a7de62cff6fc853445f137c2add7e259b734b	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula"	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	
05b324a0bbd879f000ec969e628f7af0fa5774d7	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma"	Tricholoma	13	Pathotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite	Agaricoid	NULL	Highly Probable	"Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp."	
05ca702d7163de1275e1c2b4be9d94650c0bc694	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius"	Lactarius	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Common name - milk-cap	
05d0641ba2d3e6658e3075876d73e8481c8cd242	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lepiota"	Lepiota	13	Saprotroph	Soil Saprotroph	Agaricoid	NULL	Probable	NULL	
05d33ede4e91dc9c7f5767d91345a1f3436299a6	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Lentinus;s__Lentinus_sajor-caju"	Lentinus	13	Saprotroph	Wood Saprotroph	Agaricoid	White Rot	Probable	NULL	
05dc6d5d677fb1c05c882f609999bbc1f8712e08	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__unidentified"	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)	
05e2682daf81dc37a792bdb644680136b89e5d5e	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma"	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Agaricoid	NULL	Possible	NULL	
05eafaf1500eed3927a4c8f0a5c976dd80dcd2dd	"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae"	Bionectriaceae	9	Pathotroph-Saprotroph	Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph	Microfungus	NULL	Probable	Associated with plant material, especially on wood and herbaceous debris, or with algae, bryophyte or other fungi, rarely pathogenic (Cannon & Kirk 2007)	
060750cc601cd817edd530b6a2a8812fd48769bd	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Phaeocollybia;s__unidentified"	Phaeocollybia	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Possible	NULL	
063b9111373140cbe87b48c8d1fa6c9775f78e52	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_risigallina"	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	
0647857d888423269c2ffd8042ba9b561742d777	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_uraceus"	Cortinarius	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	
06995016a9044b5117565d95c227d4d13cbba3a3	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma"	Tricholoma	13	Pathotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite	Agaricoid	NULL	Highly Probable	"Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp."	
06baa479b55f71b67db2fb93bc9ed7f965149128	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium"	Penicillium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Highly Probable	NULL	
06c010c2af7e4d4f043f3ee97057753c4b974c31	"k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Wilcoxina;s__Wilcoxina_rehmii"	Wilcoxina	13	Symbiotroph	Ectomycorrhizal	Pezizoid	NULL	Highly Probable	NULL	
06d456884d8c07b581c1b52f247e193d308b19ac	"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__unidentified"	Oidiodendron	13	Pathotroph-Symbiotroph	Ericoid Mycorrhizal	Microfungus	NULL	Probable	Dark Septate Endophyte	
06d917ff4874ab3351d309a4c24ec21c3d763b3e	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella"	Tomentella	13	Symbiotroph	Ectomycorrhizal	Corticioid	NULL	Highly Probable	NULL	
06e14cdb771a502e2bdc6a5a91419f1fa68036ff	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__unidentified"	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	
06fd781ec4696d1bf11a64f0fca745776ddf7467	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_iringolkavensis"	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	
070281f2786d56a6ca53e8122ee193584181761a	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius"	Cortinarius	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	
0705fbba15b1d941a57afc030093dcf76ca4a95b	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__unidentified"	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	
071ab783198300b577ae0bf5a1cc145da76824a3	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_moniliae"	Exophiala	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	
0737674f3c7812a3257fc51a3c1c0354fa311fc9	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_subsulphurea"	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	
073df167e91f2de9cccdda560e2be48afa74139a	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae"	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	
074d84dbaa18ea241257e33ee12e721738042242	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Thelephora;s__unidentified"	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)	
076319c8f4e14b59966689d181796a482d9f1d1c	"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae"	Nectriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Possible	Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)	
076835fa8f3c2e24eb167ac89604f161292911be	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__unidentified"	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	
076924394db65535c5e3ee506bad0185f55e96bb	"k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Genea;s__unidentified"	Genea	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	
076e0a54c55ecd56a1b7f0269de0729ed5056cea	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__unidentified"	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	
0782452b5dff80ec97946af16d7c48f4098f5ee6	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__unidentified"	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	
0786c1fdf08c21b08704962f9686318645724204	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_leucospermi"	Aureobasidium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Possible	NULL	
07bdd0b18741bffc8d793d87034d42a6ca70382b	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_substriatus"	Lactarius	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Common name - milk-cap	
07be85922de3ac8e26c18fb6ee80e9d1fc5605e6	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__Clavulina;s__Clavulina_cinerea"	Clavulina	13	Symbiotroph	Ectomycorrhizal	Clavarioid	NULL	Highly Probable	NULL	
07e790a6db529368c4f1c3e67465c6adc6147290	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula"	Russula	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	NULL	
07eee7ca0ceaf656f19f305669bda1bc3ac61e13	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__unidentified;s__unidentified"	Atheliaceae	9	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Lichen Parasite-Lichenized-Plant Pathogen	Corticioid	NULL	Possible	Many species form ectomycorrhizal associations, often occupying a dominant position in mycorrhizal communities. Other species are pathogens of many different plants and even lichens, and one species has even been suggested to form a lichen association with cyanobacteria. Yet more species are sparse and active decomposers, and a few are aquatic (Cannon & Kirk 2007)	
0807e6ad8ed6c782335582082acb1d3de39dde23	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia"	Periconia	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	"Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010); Endophyte Host - Asteraceae, Musaceae (Costa et al. 2012)"	
081d9522035b57975d0db19d35b5274caf27bc95	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidales;f__Gloniaceae;g__Cenococcum"	Cenococcum	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	
082ab4733b34bf2d030525a6ca3cd95ce8f5c363	"k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae"	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	
08379ab4684924fd7676405704caac47f6e08156	"k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Trichothecium"	Trichothecium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	
083f0e76f801853d53e2c9c46dbf9687176b9457	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae"	Russulaceae	9	Symbiotroph	Ectomycorrhizal	Agaricoid-Corticioid-Gasteroid-Secotioid	NULL	Probable	The genera Lactarius, Lactifluus, Multifurca and Russula form a mutualistic ectomycorrhizal root symbiosis with trees and shrubs, while the corticioid species in Boidinia, Gloeopeniophorella, and Pseudoxenasma are saprotrophic, wood-degrading fungi.	
08426b58b3a5444877679fdaa4067137985a6b7c	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__unidentified"	Tomentella	13	Symbiotroph	Ectomycorrhizal	Corticioid	NULL	Highly Probable	NULL	
084cf3e2cf931fa742985dd2d3135cef424f6aa0	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__unidentified"	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)	
085c4f59824b48aa013bd10c45e710701c471bfb	"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium"	Penicillium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Highly Probable	NULL	
085cc66fa8440be3aa053a25b6c44253d5ecbee4	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Rhizosphaera"	Rhizosphaera	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	
086483f9d1676bc2b774817f5d5ad249500ccf4a	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae"	Thelephoraceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Clavarioid	NULL	Probable	On the ground, on soil, a few on wood. At least some speices ectomycorrhizal (Cannon & Kirk 2007)	
0892439024e6abf9cfb00aad9a4565ed2c660d6c	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__unidentified"	Tomentella	13	Symbiotroph	Ectomycorrhizal	Corticioid	NULL	Highly Probable	NULL	
08b9c9114952f4a0094d640451d845f0ca24b85b	"k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Pachyphlodes;s__unidentified"	Pezizaceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Pezizoid	NULL	Possible	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	
08be339b418677f280a674aa5511602442158701	"k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__unidentified"	Inocybe	13	Symbiotroph	Ectomycorrhizal	Agaricoid	NULL	Highly Probable	Sensu stricto (Matheny 2009).	
08ecb186e4bd857ef49d35996bf273386ed6ce3e	"k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae"	Venturiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	"Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)"	
08f776651bc49e7a551e267b24f29564467fd59c	"k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Helvellaceae;g__Helvella;s__unidentified"	Helvella	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Highly Probable	NULL	
